no  name    h   a   b   c   d   s   total
214	ヘラクロス	80	125	75	40	95	85	500
211	ハリーセン	65	95	85	55	55	85	440
203	キリンリキ	70	80	65	90	65	85	455
200	ムウマ	60	60	60	85	85	85	435
055	ゴルダック	80	82	78	95	80	85	500
977	サーフゴー	87	60	95	133	91	84	550
662	ヒノヤコマ	62	73	55	56	52	84	382
435	スカタンク	103	93	67	71	61	84	479
907	ニャローテ	61	80	63	60	63	83	410
959	オトシドリ	70	103	85	60	85	82	485
952	シャリタツ	68	50	60	120	95	82	475
885	ドラメシヤ	28	60	30	40	30	82	270
745	ルガルガン(まよなかのすがた)	85	115	75	55	75	82	487
444	ガバイト	68	90	65	50	55	82	410
984	チヲハウハネ	85	135	79	85	105	81	570
130	ギャラドス	95	125	79	60	100	81	540
766	ナゲツケサル	100	120	90	40	60	80	490
706	ヌメルゴン	90	100	70	110	150	80	600
628	ウォーグル	100	123	75	57	75	80	510
475	エルレイド	68	125	65	65	115	80	518
426	フワライド	150	80	44	90	54	80	498
397	ムクバード	55	75	50	40	40	80	340
362	オニゴーリ	80	80	80	80	80	80	480
334	チルタリス	75	70	90	70	105	80	490
326	ブーピッグ	80	45	65	90	110	80	470
308	チャーレム	60	60	75	60	75	80	410
284	アメモース	70	60	62	100	82	80	454
282	サーナイト	68	65	65	125	115	80	518
188	ポポッコ	55	45	50	45	65	80	340
149	カイリュー	91	134	95	100	100	80	600
129	コイキング	20	10	55	15	20	80	200
092	ゴース	30	35	30	100	35	80	310
005	リザード	58	64	58	80	65	80	405
1001	ナカヌチャン	65	55	55	45	82	78	380
822	アオガラス	68	67	55	43	55	77	365
757	ヤトウモリ	48	44	40	71	40	77	320
1004	グレンアルマ	85	60	100	125	80	75	525
968	シルシュルー	40	65	35	40	35	75	290
962	ガケガニ	70	100	115	35	55	75	450
945	ワッカネズミ	50	50	45	40	45	75	305
939	スコヴィラン	65	108	65	108	65	75	486
933	ナミイルカ	70	45	40	45	40	75	315
926	ヒラヒナ	30	35	30	55	30	75	255
870	タイレーツ	65	100	100	70	60	75	470
849	ストリンダー	75	98	70	114	70	75	502
707	クレッフィ	57	80	91	80	87	75	470
671	フラージェス	78	65	68	112	154	75	552
585	シキジカ	60	60	50	40	50	75	335
225	デリバード	45	55	45	65	45	75	330
834	カジリガメ	90	115	90	48	68	74	485
552	ワルビル	60	82	45	45	45	74	351
434	スカンプー	63	63	47	41	41	74	329
948	ハルクジラ	170	113	65	45	55	73	521
991	テツノイバラ	100	134	110	70	84	72	570
763	アマージョ	72	120	98	50	98	72	510
667	シシコ	62	50	58	73	54	72	369
844	サダイジャ	72	107	125	65	70	71	510
430	ドンカラス	100	125	52	105	52	71	505
1006	ノノクラゲ	40	40	35	50	100	70	335
996	チオンジェン	85	85	100	95	135	70	570
957	カイデン	40	40	35	55	40	70	280
932	ミガルーサ	90	102	73	78	65	70	478
874	イシヘンジン	100	125	135	20	20	70	470
860	ギモー	65	60	45	75	55	70	370
855	ポットデス	60	65	65	134	114	70	508
841	アップリュー	70	110	80	95	60	70	485
625	キリキザン	65	125	100	60	70	70	490
425	フワンテ	90	50	34	60	44	70	348
415	ミツハニー	30	30	42	30	42	70	244
405	レントラー	80	120	79	95	79	70	523
286	キノガッサ	60	130	80	60	60	70	460
148	ハクリュー	61	84	65	70	70	70	420
091	パルシェン	50	95	180	85	45	70	525
082	レアコイル	50	60	95	120	70	70	465
056	マンキー	40	80	35	35	45	70	305
813	ヒバニー	50	71	40	40	40	69	310
925	ハカドッグ	72	101	100	50	97	68	488
673	ゴーゴート	123	100	62	97	81	68	531
823	アーマーガア	98	87	105	53	85	67	495
611	オノンド	66	117	70	40	50	67	410
097	スリーパー	85	73	70	73	115	67	483
911	ラウドボーン	104	75	100	110	75	66	530
846	サシカマス	41	63	40	40	30	66	280
456	ケイコウオ	49	49	56	49	61	66	330
970	パピモッチ	37	55	70	30	55	65	312
944	ミミズズ	70	85	145	60	55	65	480
916	パフュートン(メスのすがた)	115	90	70	59	90	65	489
916	パフュートン(オスのすがた)	110	100	75	59	80	65	489
913	ウェルカモ	70	85	65	65	60	65	410
906	ニャオハ	40	61	54	45	45	65	310
873	モスノウ	70	65	60	125	90	65	475
775	ネッコアラ	65	115	65	75	95	65	480
594	ママンボウ	165	75	80	40	45	65	470
576	ゴチルゼル	70	55	95	95	110	65	490
570	ゾロア	40	65	40	80	40	65	330
551	メグロコ	50	72	35	35	35	65	292
471	グレイシア	65	60	110	130	95	65	525
402	コロトック	77	85	51	55	51	65	384
354	ジュペッタ	64	115	65	83	63	65	455
336	ハブネーク	73	100	60	100	60	65	458
283	アメタマ	40	30	32	50	52	65	269
279	ペリッパー	60	50	100	95	70	65	440
228	デルビル	45	60	30	80	50	65	330
212	ハッサム	70	130	100	55	80	65	500
197	ブラッキー	95	65	110	60	130	65	525
136	ブースター	65	130	60	95	110	65	525
134	シャワーズ	130	65	60	110	95	65	525
004	ヒトカゲ	39	52	43	60	50	65	309
739	マケンカニ	47	82	57	42	47	63	338
950	セゴール	90	95	66	45	65	62	423
762	アママイコ	52	40	48	40	48	62	290
661	ヤヤコマ	45	50	43	40	38	62	278
248	バンギラス	100	134	110	95	100	61	600
974	アノクサ	40	65	30	45	35	60	275
966	キラーメ	48	35	42	105	60	60	350
954	パモ	45	50	20	40	25	60	240
928	リキキリン	120	90	70	110	70	60	520
861	オーロンゲ	95	120	65	95	75	60	510
765	ヤレユータン	90	60	80	90	110	60	490
744	イワンコ	45	65	40	30	40	60	280
705	ヌメイル	68	75	53	83	113	60	452
700	ニンフィア	95	65	65	110	130	60	525
636	メラルバ	55	85	55	50	55	60	360
627	ワシボン	70	83	50	37	50	60	350
624	コマタナ	45	85	70	40	40	60	340
602	シビシラス	35	55	40	45	40	60	275
462	ジバコイル	70	70	115	130	90	60	535
460	ユキノオー	90	92	75	92	85	60	494
447	リオル	40	70	40	35	40	60	285
404	ルクシオ	60	85	49	60	49	60	363
396	ムックル	40	55	30	30	30	60	245
340	ナマズン	110	78	73	76	71	60	468
339	ドジョッチ	50	48	43	46	41	60	288
325	バネブー	60	25	35	70	80	60	330
307	アサナン	30	40	55	40	55	60	280
172	ピチュー	20	40	15	35	35	60	205
058	ガーディ	55	70	45	70	50	60	350
693	ブロスター	71	73	88	120	89	59	500
1000	カヌチャン	50	45	45	35	64	58	297
634	ジヘッド	72	85	70	65	70	58	420
821	ココガラ	38	47	35	33	35	57	245
610	キバゴ	46	87	60	30	40	57	320
979	アラブルタケ	111	127	99	79	99	55	570
949	セビエ	65	75	45	35	45	55	320
917	ノココッチ	125	100	80	85	75	55	520
714	オンバット	40	30	35	45	40	55	245
575	ゴチミル	60	45	70	75	85	55	390
332	ノクタス	70	115	60	115	60	55	475
317	マルノーム	100	73	83	73	83	55	467
242	ハピナス	255	10	10	75	135	55	540
217	リングマ	90	130	75	75	75	55	500
181	デンリュウ	90	75	85	115	90	55	510
133	イーブイ	55	55	50	45	65	55	325
054	コダック	50	52	48	65	50	55	320
672	メェークル	66	65	48	62	57	52	350
670	フラエッテ	54	45	47	75	98	52	371
972	オラチフ	60	78	60	40	51	51	340
357	トロピウス	99	68	83	72	87	51	460
247	サナギラス	70	84	70	65	70	51	410
1008	ドドゲザン	100	135	120	60	85	50	550
989	テツノカイナ	154	140	108	50	68	50	570
938	カプサイジ	50	62	40	62	40	50	304
912	クワッス	55	65	45	50	45	50	310
875	コオリッポ(アイスフェイス)	75	80	110	65	90	50	470
863	ニャイキング	70	110	100	50	60	50	440
859	ベロバー	45	45	30	55	40	50	265
854	ヤバチャ	40	45	45	74	54	50	308
838	トロッゴン	80	60	90	60	70	50	410
614	ツンベアー	95	130	80	70	80	50	505
604	シビルドン	85	115	80	105	80	50	515
453	グレッグル	48	61	40	61	40	50	300
372	コモルー	65	95	100	60	50	50	420
371	タツベイ	45	75	60	40	30	50	300
361	ユキワラシ	50	50	50	50	50	50	300
333	チルット	45	40	60	40	75	50	310
302	ヤミラミ	50	75	75	65	65	50	380
297	ハリテヤマ	144	120	60	40	60	50	474
281	キルリア	38	35	35	65	55	50	278
232	ドンファン	90	120	120	60	60	50	500
187	ハネッコ	35	35	40	35	55	50	250
184	マリルリ	100	50	80	60	80	50	420
147	ミニリュウ	41	64	45	50	50	50	300
113	ラッキー	250	5	5	35	105	50	450
089	ベトベトン	105	105	75	65	100	50	500
910	アチゲータ	81	55	78	90	58	49	411
857	テブリム	57	40	65	86	73	49	370
132	メタモン	48	48	48	48	48	48	288
942	ブロロン	45	70	63	30	45	47	300
450	カバルドン	108	112	118	68	72	47	525
843	スナヘビ	52	57	75	35	50	46	315
994	ディンルー	155	110	125	55	80	45	570
941	ハラバリー	109	64	91	103	83	45	495
940	ズピカ	61	31	41	59	35	45	272
923	ベラカス	75	50	85	115	100	45	470
920	マメバッタ	33	46	40	21	25	45	210
754	ラランテス	70	105	90	80	90	45	480
749	ドロバンコ	70	100	70	45	55	45	385
747	ヒドイデ	50	53	62	43	52	45	305
735	デカグース	88	110	60	55	60	45	418
734	ヤングース	48	70	30	30	30	45	253
574	ゴチム	45	30	50	55	65	45	290
403	コリンク	45	65	34	40	34	45	263
353	カゲボウズ	44	75	35	63	33	45	295
206	ノコッチ	100	70	70	65	65	45	415
180	モココ	70	55	55	80	60	45	365
081	コイル	25	35	70	95	55	45	325
048	コンパン	60	55	50	40	55	45	305
040	プクリン	140	70	45	85	50	45	435
833	カムカメ	50	64	50	38	38	44	284
692	ウデッポウ	50	53	62	58	63	44	330
691	ドラミドロ	65	75	90	97	123	44	494
947	アルクジラ	108	68	45	30	40	43	334
740	ケケンカニ	97	132	77	62	67	43	478
669	フラベベ	44	38	39	61	79	42	303
443	フカマル	58	70	45	40	45	42	300
096	スリープ	60	48	45	43	90	42	328
246	ヨーギラス	50	64	50	45	50	41	300
878	ゾウドウ	72	80	49	40	49	40	330
848	エレズン	40	38	35	54	35	40	242
704	ヌメラ	45	50	35	55	75	40	300
613	クマシュン	55	70	40	60	40	40	305
603	シビビール	65	85	70	75	70	40	405
459	ユキカブリ	60	62	50	62	60	40	334
416	ビークイン	70	80	102	80	102	40	474
323	バクーダ	70	100	70	105	75	40	460
316	ゴクリン	70	43	53	43	53	40	302
280	ラルトス	28	25	25	45	35	40	198
231	ゴマゾウ	90	60	60	40	40	40	330
216	ヒメグマ	60	80	50	50	50	40	330
205	フォレトス	75	90	140	60	60	40	465
183	マリル	70	20	50	20	50	40	250
090	シェルダー	30	65	100	45	25	40	305
052	ニャース(ガラルのすがた)	50	65	55	40	40	40	290
937	オリーヴァ	78	69	90	125	109	39	510
856	ミブリム	42	30	45	56	53	39	265
423	トリトドン	111	83	68	92	82	39	475
633	モノズ	52	65	50	45	50	38	300
909	ホゲータ	67	45	59	63	40	36	310
1003	カルボウ	40	50	40	50	40	35	255
965	キョジオーン	100	100	130	45	90	35	500
964	ジオヅム	60	60	100	35	65	35	355
931	ヘイラッシャ	150	100	115	65	65	35	530
919	ワナイダー	60	79	92	52	86	35	404
915	グルトン	54	45	40	35	45	35	254
770	シロデスナ	85	75	110	100	75	35	480
753	カリキリ	40	55	35	50	35	35	250
750	バンバドロ	100	125	100	55	85	35	500
748	ドヒドイデ	50	63	152	53	142	35	495
664	コフキムシ	38	35	40	27	25	35	200
442	ミカルゲ	50	92	108	92	108	35	485
331	サボネア	50	85	40	85	40	35	335
322	ドンメル	60	60	40	65	45	35	305
285	キノココ	60	40	60	40	60	35	295
195	ヌオー	95	85	85	65	65	35	430
179	メリープ	55	40	40	65	45	35	280
924	ボチ	50	61	60	30	55	34	290
422	カラナクシ	76	48	48	57	62	34	325
936	オリーニョ	52	53	60	78	78	33	354
437	ドータクン	67	89	116	79	116	33	500
761	アマカジ	42	30	38	30	38	32	210
449	ヒポポタス	68	72	78	38	42	32	330
935	ミニーブ	41	35	45	58	51	30	260
922	シガロコ	41	50	60	31	58	30	270
879	ダイオウドウ	122	130	69	80	69	30	500
842	タルップル	110	85	80	100	80	30	485
839	セキタンザン	110	80	120	80	90	30	510
837	タンドン	30	40	50	40	50	30	240
690	クズモー	50	60	60	60	60	30	320
591	モロバレル	114	85	70	85	80	30	464
548	チュリネ	45	35	50	70	50	30	280
440	ピンプク	100	5	5	15	65	30	220
287	ナマケロ	60	60	60	35	35	30	280
199	ヤドキング	95	75	80	100	110	30	490
192	キマワリ	75	75	55	105	85	30	425
191	ヒマナッツ	30	30	30	30	30	30	180
185	ウソッキー	70	100	115	30	65	30	410
080	ヤドラン	95	75	110	100	80	30	490
858	ブリムオン	57	90	95	136	103	29	510
665	コフーライ	45	22	60	27	30	29	213
713	クレベース	95	117	184	44	46	28	514
712	カチコール	55	69	85	32	35	28	304
963	コジオ	55	55	75	35	35	25	280
819	ホシガリス	70	55	55	35	35	25	275
401	コロボーシ	37	25	41	25	41	25	194
296	マクノシタ	72	60	30	20	30	25	237
088	ベトベター	80	80	50	40	50	25	325
436	ドーミラー	57	24	86	24	86	23	300
1009	ドオー	130	75	60	45	100	20	430
918	タマンチュラ	35	41	45	29	40	20	210
872	ユキハミ	30	25	35	45	30	20	185
840	カジッチュ	40	40	80	40	40	20	260
820	ヨクバリス	120	95	95	55	75	20	460
324	コータス	70	85	140	85	70	20	470
298	ルリリ	50	20	40	20	40	20	190
039	プリン	115	45	20	45	25	20	270
871	バチンウニ	48	101	95	91	85	15	435
769	スナバァ	55	55	80	70	45	15	320
590	タマゲタケ	69	55	45	55	55	15	294
204	クヌギダマ	50	65	90	35	35	15	290
194	ウパー(パルデアのすがた)	55	45	45	25	25	15	210
194	ウパー	55	45	45	25	25	15	210
174	ププリン	90	30	15	40	20	15	210
079	ヤドン	90	65	65	40	40	15	315
976	コレクレー	45	30	70	75	70	10	300
438	ウソハチ	50	80	95	10	45	10	290
